service,nta_code,pickup_date,count,avg_ppl_per_acre,median_median_income,median_median_age,avg_households,avg_population
green,BX40,2015-04-10,1.0,195.4,22662.0,28.0,8572.0,28262.0
green,BX40,2015-05-02,1.0,195.4,22662.0,28.0,8572.0,28262.0
green,BX40,2015-05-10,1.0,195.4,22662.0,28.0,8572.0,28262.0
green,BX40,2015-05-11,1.0,195.4,22662.0,28.0,8572.0,28262.0
green,BX40,2015-05-27,1.0,195.4,22662.0,28.0,8572.0,28262.0
green,BX40,2015-06-13,1.0,195.4,22662.0,28.0,8572.0,28262.0
green,BX40,2015-06-16,1.0,195.4,22662.0,28.0,8572.0,28262.0
green,BX41,2014-04-07,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-04-10,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-04-11,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-04-15,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-04-18,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-04-22,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-04-26,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-05-02,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-05-11,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-05-20,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-05-27,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-05-29,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-06-07,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-06-16,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-06-18,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-06-26,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-06-28,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-07-04,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-07-06,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-07-11,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-07-27,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-08-03,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-08-04,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-08-14,2.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-08-18,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-08-21,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-08-24,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-09-10,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-09-12,2.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-09-15,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-09-19,2.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-09-25,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-09-26,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2014-09-29,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2015-01-10,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2015-01-18,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2015-01-28,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2015-01-29,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2015-02-15,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2015-03-10,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2015-03-15,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2015-03-21,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2015-04-10,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2015-04-26,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2015-05-02,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2015-05-05,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2015-05-06,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2015-05-09,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2015-05-21,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2015-05-25,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2015-05-28,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2015-05-31,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2015-06-04,2.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX41,2015-06-21,1.0,153.5,26195.0,30.0,16806.0,51807.0
green,BX43,2014-04-10,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2014-05-01,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2014-05-07,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2014-05-13,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2014-05-15,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2014-05-16,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2014-05-28,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2014-05-29,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2014-06-07,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2014-07-10,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2014-07-17,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2014-07-22,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2014-07-28,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2014-08-20,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2014-09-08,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2014-09-25,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2014-09-30,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2015-02-04,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2015-02-06,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2015-02-27,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2015-03-03,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2015-03-10,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2015-03-17,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2015-03-18,2.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2015-03-25,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2015-03-26,2.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2015-04-14,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2015-04-19,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2015-04-30,2.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2015-05-01,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2015-05-05,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2015-05-09,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2015-05-21,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2015-05-26,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2015-05-28,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2015-06-08,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2015-06-09,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2015-06-11,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2015-06-12,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2015-06-13,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2015-06-21,2.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2015-06-24,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2015-06-27,2.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX43,2015-06-30,1.0,112.2,35319.0,31.0,14292.0,40494.0
green,BX44,2014-04-08,1.0,73.6,39178.0,34.0,20715.0,61321.0
green,BX44,2014-04-10,1.0,73.6,39178.0,34.0,20715.0,61321.0
green,BX44,2014-04-16,1.0,73.6,39178.0,34.0,20715.0,61321.0
green,BX44,2014-05-08,1.0,73.6,39178.0,34.0,20715.0,61321.0
green,BX44,2014-05-18,1.0,73.6,39178.0,34.0,20715.0,61321.0
green,BX44,2014-06-08,1.0,73.6,39178.0,34.0,20715.0,61321.0
green,BX44,2014-06-26,1.0,73.6,39178.0,34.0,20715.0,61321.0
green,BX44,2014-08-21,1.0,73.6,39178.0,34.0,20715.0,61321.0
green,BX44,2014-09-23,1.0,73.6,39178.0,34.0,20715.0,61321.0
green,BX44,2015-03-01,1.0,73.6,39178.0,34.0,20715.0,61321.0
green,BX44,2015-03-08,1.0,73.6,39178.0,34.0,20715.0,61321.0
green,BX44,2015-05-09,1.0,73.6,39178.0,34.0,20715.0,61321.0
green,BX44,2015-05-20,1.0,73.6,39178.0,34.0,20715.0,61321.0
green,BX44,2015-06-16,1.0,73.6,39178.0,34.0,20715.0,61321.0
green,BX46,2014-04-02,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2014-05-09,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2014-05-27,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2014-06-26,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2014-07-03,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2014-07-28,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2014-07-30,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2014-08-09,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2014-08-24,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2014-09-04,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2014-09-19,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2014-09-20,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2014-09-24,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2014-09-27,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2015-01-03,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2015-01-07,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2015-01-16,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2015-01-28,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2015-01-29,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2015-01-31,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2015-02-01,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2015-02-06,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2015-03-12,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2015-03-15,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2015-03-28,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2015-03-31,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2015-04-01,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2015-04-02,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2015-04-05,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2015-04-08,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2015-04-13,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2015-04-14,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2015-04-18,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2015-05-03,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2015-05-19,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2015-05-26,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2015-05-28,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX46,2015-06-06,1.0,141.5,46747.0,36.0,12464.0,29821.0
green,BX49,2014-04-02,1.0,56.6,47806.0,35.0,11505.0,30073.0
green,BX49,2014-04-05,1.0,56.6,47806.0,35.0,11505.0,30073.0
green,BX49,2014-04-09,1.0,56.6,47806.0,35.0,11505.0,30073.0
green,BX49,2014-05-29,1.0,56.6,47806.0,35.0,11505.0,30073.0
green,BX49,2014-06-19,1.0,56.6,47806.0,35.0,11505.0,30073.0
green,BX49,2014-07-29,1.0,56.6,47806.0,35.0,11505.0,30073.0
green,BX49,2014-08-26,1.0,56.6,47806.0,35.0,11505.0,30073.0
green,BX49,2014-08-30,1.0,56.6,47806.0,35.0,11505.0,30073.0
green,BX49,2014-09-05,1.0,56.6,47806.0,35.0,11505.0,30073.0
green,BX49,2014-09-18,1.0,56.6,47806.0,35.0,11505.0,30073.0
green,BX49,2014-09-23,1.0,56.6,47806.0,35.0,11505.0,30073.0
green,BX49,2014-09-24,1.0,56.6,47806.0,35.0,11505.0,30073.0
green,BX49,2015-01-21,1.0,56.6,47806.0,35.0,11505.0,30073.0
green,BX49,2015-02-06,1.0,56.6,47806.0,35.0,11505.0,30073.0
green,BX49,2015-02-12,1.0,56.6,47806.0,35.0,11505.0,30073.0
green,BX49,2015-03-19,1.0,56.6,47806.0,35.0,11505.0,30073.0
green,BX49,2015-03-27,1.0,56.6,47806.0,35.0,11505.0,30073.0
green,BX49,2015-04-04,1.0,56.6,47806.0,35.0,11505.0,30073.0
green,BX49,2015-04-14,1.0,56.6,47806.0,35.0,11505.0,30073.0
green,BX49,2015-05-05,1.0,56.6,47806.0,35.0,11505.0,30073.0
green,BX49,2015-05-12,1.0,56.6,47806.0,35.0,11505.0,30073.0
green,BX49,2015-05-29,1.0,56.6,47806.0,35.0,11505.0,30073.0
green,BX55,2014-04-03,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2014-04-07,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2014-04-11,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2014-04-12,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2014-04-19,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2014-04-20,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2014-04-22,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2014-05-01,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2014-05-04,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2014-05-15,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2014-05-16,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2014-05-30,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2014-06-22,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2014-06-26,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2014-08-01,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2014-08-22,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2014-08-27,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2014-09-10,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2014-09-25,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2014-09-30,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2015-01-05,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2015-01-09,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2015-01-29,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2015-02-10,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2015-03-06,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2015-03-25,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2015-04-04,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2015-04-09,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2015-04-12,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2015-04-14,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2015-04-21,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2015-05-15,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2015-05-17,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2015-05-24,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2015-06-18,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX55,2015-06-24,1.0,95.9,30681.0,31.0,11340.0,35634.0
green,BX59,2014-06-21,1.0,49.2,45536.0,33.0,8875.0,27248.0
green,BX59,2014-06-29,1.0,49.2,45536.0,33.0,8875.0,27248.0
green,BX59,2014-06-30,1.0,49.2,45536.0,33.0,8875.0,27248.0
green,BX59,2014-07-01,1.0,49.2,45536.0,33.0,8875.0,27248.0
green,BX59,2014-07-09,1.0,49.2,45536.0,33.0,8875.0,27248.0
green,BX59,2014-08-29,1.0,49.2,45536.0,33.0,8875.0,27248.0
green,BX59,2015-01-07,1.0,49.2,45536.0,33.0,8875.0,27248.0
green,BX59,2015-01-21,1.0,49.2,45536.0,33.0,8875.0,27248.0
green,BX59,2015-02-11,1.0,49.2,45536.0,33.0,8875.0,27248.0
green,BX59,2015-02-13,1.0,49.2,45536.0,33.0,8875.0,27248.0
green,BX59,2015-02-14,1.0,49.2,45536.0,33.0,8875.0,27248.0
green,BX59,2015-02-22,1.0,49.2,45536.0,33.0,8875.0,27248.0
green,BX59,2015-03-03,1.0,49.2,45536.0,33.0,8875.0,27248.0
green,BX59,2015-03-07,1.0,49.2,45536.0,33.0,8875.0,27248.0
green,BX59,2015-03-11,1.0,49.2,45536.0,33.0,8875.0,27248.0
green,BX59,2015-03-24,1.0,49.2,45536.0,33.0,8875.0,27248.0
green,BX59,2015-04-02,1.0,49.2,45536.0,33.0,8875.0,27248.0
green,BX59,2015-04-05,1.0,49.2,45536.0,33.0,8875.0,27248.0
green,BX59,2015-04-24,1.0,49.2,45536.0,33.0,8875.0,27248.0
green,BX59,2015-05-01,1.0,49.2,45536.0,33.0,8875.0,27248.0
green,BX59,2015-05-04,1.0,49.2,45536.0,33.0,8875.0,27248.0
green,BX59,2015-05-06,1.0,49.2,45536.0,33.0,8875.0,27248.0
green,BX59,2015-05-14,1.0,49.2,45536.0,33.0,8875.0,27248.0
green,BX59,2015-06-16,1.0,49.2,45536.0,33.0,8875.0,27248.0
green,BX59,2015-06-22,1.0,49.2,45536.0,33.0,8875.0,27248.0
green,BX62,2014-05-03,1.0,47.1,55443.0,37.0,15000.0,42483.0
green,BX62,2014-08-08,1.0,47.1,55443.0,37.0,15000.0,42483.0
green,BX62,2015-05-08,1.0,47.1,55443.0,37.0,15000.0,42483.0
green,BX62,2015-05-09,2.0,47.1,55443.0,37.0,15000.0,42483.0
green,BX62,2015-06-14,1.0,47.1,55443.0,37.0,15000.0,42483.0
green,BX63,2014-04-02,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-04-03,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-04-04,2.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-04-07,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-04-09,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-04-15,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-04-16,2.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-04-18,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-04-24,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-04-28,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-05-01,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-05-05,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-05-06,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-05-10,3.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-05-12,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-05-17,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-05-21,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-05-24,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-05-25,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-05-28,2.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-05-30,2.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-06-01,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-06-03,2.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-06-06,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-06-07,2.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-06-08,2.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-06-12,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-06-13,2.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-06-14,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-06-17,3.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-06-18,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-06-22,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-06-28,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-07-03,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-07-04,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-07-06,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-07-07,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-07-08,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-07-11,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-07-13,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-07-22,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-07-26,2.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-07-31,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-08-02,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-08-03,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-08-04,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-08-07,2.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-08-08,2.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-08-09,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-08-11,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-08-13,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-08-16,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-08-22,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-08-24,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-08-30,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-09-01,2.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-09-02,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-09-04,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-09-05,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-09-06,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-09-07,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-09-08,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-09-09,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-09-11,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-09-12,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2014-09-29,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-01-12,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-01-16,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-01-18,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-01-21,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-01-22,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-01-28,2.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-01-31,3.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-02-03,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-02-06,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-02-08,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-02-16,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-02-18,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-02-19,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-02-22,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-03-01,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-03-03,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-03-05,3.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-03-06,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-03-07,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-03-10,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-03-12,3.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-03-16,2.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-03-18,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-03-21,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-03-27,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-03-28,2.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-03-29,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-04-01,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-04-03,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-04-10,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-04-14,1.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-04-22,2.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-04-23,2.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-04-25,2.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-04-27,2.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-05-02,2.0,89.9,27637.0,31.0,12621.0,39282.0
green,BX63,2015-05-04,1.0,89.9,27637.0,31.0,12621.0,39282.0
